IMDB ID	Rotten Tomatoes ID	Title	Action & Adventure	Animation	Art House & International	Classics	Comedy	Cult Movies	Documentary	Drama	Horror	Kids & Family	Musical & Performing Arts	Mystery & Suspense	Romance	Science Fiction & Fantasy	Special Interest	Television	Western	Critics Score	Audience Score	Audience Rating	Critics Rating	runtime	year	mpaa_rating	actor1	character1	actor2	character2	actor3	character3	actor4	character4	actor5	character5	Budget	Gross	Oscar Wins	Oscar Nominations
0083929	120401662	"Fast Times At Ridgemont High"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	79	80	Upright	Certified Fresh	90	1982	"R"	Sean Penn	Jeff Spicoli	Jennifer Jason Leigh	Stacy Hamilton	Judge Reinhold	Brad Hamilton	Robert Romanus	Mike Damone	Brian Backer	Mark Ratner	4500000	27092880	0	0	
0083511	13379	"48 HRS"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	95	69	Upright	Fresh	96	1982	"R"	Nick Nolte	Jack Cates	Eddie Murphy	Reggie Hammond	Annette O'Toole	Elaine	Frank McRae	Haden	James Remar	Ganz			0	0	
0103074	14870	"Thelma & Louise"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	83	82	Upright	Certified Fresh	130	1991	"R"	Susan Sarandon	Louise Sawyer	Geena Davis	Thelma Dickinson	Harvey Keitel	Hal Slocumb	Michael Madsen	Jimmy	Christopher McDonald	Darryl	16500000	45361000	1	5	
0120815	13217	"Saving Private Ryan"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	92	95	Upright	Certified Fresh	169	1998	"R"	Tom Hanks	Capt. John Miller	Edward Burns	Private Richard Reiben	Tom Sizemore	Sgt. Horvath	Jeremy Davies	Cpl. Upham	Vin Diesel	Pvt. Caparzo	70000000	216540909	5	6	
0103644	14276	"Alien3"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	42	49	Spilled	Rotten	114	1992	"R"	Sigourney Weaver	Ellen Ripley	Charles S. Dutton	Dillon	Charles Dance	Clemens	Paul McGann	Golic	Brian Glover	Andrews	63000000	54780116	0	1	
0118583	13889	"Alien Resurrection"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	52	41	Spilled	Rotten	108	1997	"R"	Sigourney Weaver	Ellen Ripley	Winona Ryder	Annalee Call	Ron Perlman	Johner	Dominique Pinon	Vriess	Michael Wincott	Elgyn	75000000	47748610	0	0	
0119116	10557	"The Fifth Element"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	71	87	Upright	Fresh	126	1997	"PG-13"	Bruce Willis	Korben Dallas	Milla Jovovich	Leeloo	Ian Holm	Victor Cornelius	Gary Oldman	Jean-Baptiste-Emmanuel Zorg	Chris Tucker	Ruby Rhod	90000000	63540020	0	1	
0049730	18152	"The Searchers"	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	100	89	Upright	Certified Fresh	119	1956	"PG"	John Wayne	Ethan Edwards	Jeffrey Hunter	Martin Pawley	Vera Miles	Laurie Jorgensen	Ward Bond	Capt. Reverend Clayton	Natalie Wood	Debbie Edwards older	3750000		0	0	
0054215	12879	"Psycho"	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	96	94	Upright	Certified Fresh	109	1960	"R"	Anthony Perkins	Norman Bates	Janet Leigh	Marion Crane	Vera Miles	Lila Crane	John Gavin	Sam Loomis	Martin Balsam	Milton Arbogast detective	806947	32000000	0	4	
0072684	11717	"Barry Lyndon"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	94	92	Upright	Certified Fresh	203	1975	"PG"	Ryan O'Neal	Redmond Barry (Barry Lyndon)	Marisa Berenson	Lady Lyndon	Patrick Magee	The Chevalier	Hardy Kruger	Capt. Potzdorf	Steven Berkoff	Lord Ludd	11000000	20000000	4	3	
0104627	246249656	"Knight Moves"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	20	38	Spilled	Rotten	105	1992	"R"	Christopher Lambert	Peter Sanderson	Diane Lane	Kathy Sheppard	Tom Skerritt	Frank Sedman	Daniel Baldwin	Andy Wagner	Charles Bailey-Gates	David Willerman			0	0	
0094336	17331	"Withnail and I"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	93	94	Upright	Fresh	108	1987	"R"	Richard E. Grant	Withnail	Paul McGann	Peter Marwood ("I")	Richard Griffiths	Monty	Ralph Brown	Danny	Michael Elphick	Jake			0	0	
0124315	10411	"The Cider House Rules"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	71	78	Upright	Fresh	131	1999	"PG-13"	Tobey Maguire	Homer Wells	Charlize Theron	Candy	Delroy Lindo	Mr. Rose	Paul Rudd	Wally Worthington	Michael Caine	Dr. Wilbur Larch	24000000	57536361	2	5	
0268995	10998	"The Majestic"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	42	61	Upright	Rotten	150	2001	"PG"	Jim Carrey	Peter Appleton	Bob Balaban	Majority Counsel Elvin Clyde	Martin Landau	Harry Trimble	Gerry Black	Emmett Smith	Brent Briscoe	Sheriff Cecil Coleman	72000000	27807266	0	0	
0102685	13320	"Point Break"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	68	79	Upright	Fresh	123	1991	"R"	Patrick Swayze	Bodhi	Keanu Reeves	Johnny Utah	Lori Petty	Tyler	Gary Busey	Pappas	John C. McGinley	Ben Harp	24000000	43218387	0	0	
0077651	16363	"Halloween"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	94	89	Upright	Certified Fresh	93	1978	"R"	Donald Pleasence	Doctor Loomis	Jamie Lee Curtis	Laurie	Nancy Loomis	Annie	P.J. Soles	Lynda	Charles Cyphers	Brackett	325000	47000000	0	0	
0120770	10262	"A Night at the Roxbury"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	71	Upright	Rotten	83	1998	"PG-13"	Will Ferrell	Steve Butabi	Chris Kattan	Doug Butabi	Molly Shannon	Emily	Dan Hedaya	Mr. Butabi	Richard Grieco	himself	17000000	30324946	0	0	
0103893	10857	"Buffy the Vampire Slayer"	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	33	43	Spilled	Rotten	98	1992	"PG-13"	Kristy Swanson	Buffy	Donald Sutherland	Merrick	Rutger Hauer	Lothos	Paul Reubens	Amilyn	Luke Perry	Pike	7000000	16624456	0	0	
0258153	770695233	"Simone"	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	51	35	Spilled	Rotten	117	2002	"PG-13"	Al Pacino	Viktor Taransky	Catherine Keener	Elaine Christian	Pruitt Taylor Vince	Max Sayer	Jay Mohr	Hal Sinclair	Jason Schwartzman	Milton		9680913	0	0	
0102926	16286	"The Silence of the Lambs"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	94	95	Upright	Certified Fresh	118	1991	"R"	Jodie Foster	Clarice Starling	Anthony Hopkins	Dr. Hannibal Lecter	Scott Glenn	Jack Crawford	Anthony Heald	Dr. Frederick Chilton	Brooke Smith	Catherine Martin	19000000	130742922	5	2	
0067309	14025	"Klute"	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	96	81	Upright	Fresh	114	1971	"R"	Jane Fonda	Bree Daniels	Donald Sutherland	John Klute	Charles Cioffi	Cable	Roy Scheider	Frank	Dorothy Tristan	Arlyn Page	2500000		1	1	
0085959	15928	"Monty Python's The Meaning of Life"	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	90	84	Upright	Fresh	109	1983	"R"	Graham Chapman	First Fish Tony	John Cleese	Second Fish Grim	Terry Gilliam	Donor	Eric Idle	Fourth Fish	Terry Jones	Fifth Fish	9000000	14929552	0	0	
0096754	12161	"The Abyss"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	88	83	Upright	Certified Fresh	140	1989	"PG-13"	Ed Harris	Bud Brigman	Mary Elizabeth Mastrantonio	Lindsey Brigman	Michael Biehn	Lt. Coffey	Leo Burmeister	Catfish De Vries	Todd Graff	Alan "Hippy" Carnes	69500000	54222000	1	3	
0105665	13272	"Twin Peaks - Fire Walk with Me"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	59	79	Upright	Rotten	135	1992	"R"	Sheryl Lee	Laura Palmer	Chris Isaak	Special Agent Chester Desmond	Ray Wise	Leland Palmer	David Bowie	Phillip Jeffries	Moira Kelly	Donna Hayward	10000000	4160851	0	0	
0072431	12052	"Young Frankenstein"	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	94	93	Upright	Certified Fresh	108	1974	"PG"	Gene Wilder	Dr. Frederick Frankenstein	Peter Boyle	Monster	Marty Feldman	Igor	Teri Garr	Inga	Madeline Kahn	Elizabeth	2800000	86300000	0	2	
0245120	14692	"The Forsaken"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	41	Spilled	Rotten	90	2001	"R"	Kerr Smith	Sean	Brendan Fehr	Nick	Izabella Miko	Megan	Phina Oruche	Cym	Simon Rex	Pen	5000000	6755271	0	0	
0145660	10667	"Austin Powers: The Spy Who Shagged Me"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	51	72	Upright	Rotten	105	1999	"PG-13"	Mike Myers	Austin Powers	Heather Graham	Felicity Shagwell	Michael York	Basil Exposition	Robert Wagner	Number Two	Rob Lowe	Young Number Two	33000000	205399422	0	1	
0113243	10572	"Hackers"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	34	69	Upright	Rotten	104	1995	"PG-13"	Jonny Lee Miller	Dade Murphy/Crash Override/Zero Cool	Angelina Jolie	Kate/Acid Burn	Jesse Bradford	Joey	Matthew Lillard	Emmanuel Goldstein "Cereal Killer"	Lawrence Mason	Nikon			0	0	
0090756	16022	"Blue Velvet"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	92	89	Upright	Fresh	121	1986	"R"	Kyle MacLachlan	Jeffrey Beaumont	Isabella Rossellini	Dorothy Vallens	Dennis Hopper	Frank Booth	Laura Dern	Sandy Williams	Hope Lange	Mrs. Williams	6000000	7200346	0	1	
0069303	9599	"Sounder"	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	88	79	Upright	Fresh	105	1972	"G"	Cicely Tyson	Rebecca Morgan	Paul Winfield	Nathan Lee Morgan	Kevin Hooks	David Lee Morgan	Carmen Mathews	Mrs. Boatwright	Taj Mahal	Ike			0	4	
0056923	17945	"Charade"	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	92	93	Upright	Fresh	115	1963	"G"	Cary Grant	Peter Joshua/Alexander Dyle/Adam Canfield/Brian Cruik	Audrey Hepburn	Regina Lampert	Walter Matthau	Hamilton Bartholomew	James Coburn	Tex Penthollow	George Kennedy	Herman Scobie	4000000	13474588	0	1	
0117571	17135	"Scream"	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	80	78	Upright	Certified Fresh	110	1996	"R"	Neve Campbell	Sidney Prescott	Liev Schreiber	Cotton Weary	Courteney Cox	Gale Weathers	David Arquette	Dewey Riley	Skeet Ulrich	Billy Loomis	15000000	103001286	0	0	
0116573	770737637	"House of the Damned (Spectre) (Escape to Nowhere)"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-1	50	Spilled		83	1996	"R"	Greg Evigan		Alexandra Paul										0	0	
0066026	13313	"M*A*S*H"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	90	84	Upright	Fresh	116	1970	"PG"	Elliott Gould	Trapper John	Donald Sutherland	Hawkeye	Tom Skerritt	Duke	Sally Kellerman	Maj. Hot Lips	Jo Ann Pflug	Lt. Dish	3500000	73200000	1	4	
0120587	10718	"Antz"	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	95	50	Spilled	Certified Fresh	83	1998	"PG"	Woody Allen	Z	Sharon Stone	Bala	Sylvester Stallone	Weaver	Gene Hackman	Mandible	Christopher Walken	Cutter	60000000	90646554	0	0	
0120586	12900	"American History X"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	82	96	Upright	Certified Fresh	118	1998	"R"	Edward Norton	Derek Vinyard	Edward Furlong	Danny Vinyard	Fairuza Balk	Stacey	Beverly D'Angelo	Doris Vinyard	Avery Brooks	Bob Sweeney	7500000	6712241	0	1	
0078346	2849381	"Superman"	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	93	86	Upright	Certified Fresh	142	1978	"PG"	Marlon Brando	Jor-El	Gene Hackman	Lex Luthor	Christopher Reeve	Clark Kent/Superman	Margot Kidder	Lois Lane	Ned Beatty	Otis	55000000	40925251	1	3	
0103594	11477	"1492: Conquest of Paradise"	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	39	52	Spilled	Rotten	142	1992	"PG-13"	Gerard Depardieu	Christopher Columbus	Armand Assante	Sanchez	Sigourney Weaver	Isabella of Spain	Loren Dean	Older Fernando	Michael Wincott	De Moxica	40000000	7191399	0	0	
0082694	13087	"Mad Max 2: The Road Warrior"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	100	85	Upright	Fresh	96	1981	"R"	Mel Gibson	Mad Max	Virginia Hey	Warrior Woman	Syd Heylen	Curmudgeon	Emil Minty	Feral Kid	Kjell Nilsson	Humungus	2000000	24600832	0	0	
0119643	12724	"Meet Joe Black"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	51	81	Upright	Rotten	181	1998	"PG-13"	Brad Pitt	Joe Black	Anthony Hopkins	William Parrish	Claire Forlani	Susan Parrish	Jake Weber	Drew	Marcia Gay Harden	Allison	90000000	44606335	0	0	
0107818	11536	"Philadelphia"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	77	89	Upright	Certified Fresh	125	1993	"PG-13"	Tom Hanks	Andrew Beckett	Denzel Washington	Joe Miller	Jason Robards	Charles Wheeler	Mary Steenburgen	Belinda Conine	Antonio Banderas	Miguel Alvarez	26000000	77446440	2	3	
0187078	17108	"Gone in 60 Seconds (Gone in Sixty Seconds)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	78	Upright	Rotten	117	2000	"PG-13"	Nicolas Cage	Randall "Memphis" Raines	Angelina Jolie	Sara "Sway" Wayland	Giovanni Ribisi	Kip Raines	Delroy Lindo	Det. Roland Castlebeck	Will Patton	Atley Jackson	90000000	101643008	0	0	
0097576	23531	"Indiana Jones and the Last Crusade"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	94	Upright	Certified Fresh	126	1989	"PG-13"	Harrison Ford	Indiana Jones	Sean Connery	Dr. Henry Jones	Denholm Elliott	Marcus Brody	Alison Doody	Dr. Elsa Schneider	John Rhys-Davies	Sallah	48000000	197171806	1	2	
0120174	770694376	"Spacejacked"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	Spilled		89	1997	"R"	Corbin Bernsen		Steve Bond		Amanda Pays		Bill Murphy		Des Kenny				0	0	
0184858	16279	"Reindeer Games (Deception)"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	25	28	Spilled	Rotten	104	2000	"R"	Ben Affleck	Rudy Duncan	Gary Sinise	Gabriel	Charlize Theron	Ashley	Dennis Farina	Jack Bangs	James Frain	Nick	34000000	23360779	0	0	
0095250	13132	"The Big Blue (Le Grand bleu)"	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	94	Upright	Fresh	122	1988	"R"	Jean-Marc Barr	Jacques Mayol	Jean Reno	Enzo Molinari	Rosanna Arquette	Johanna	Griffin Dunne	Duffy	Paul Shenar	Dr.Laurence		80804	0	0	
0138097	14753	"Shakespeare in Love"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	93	80	Upright	Certified Fresh	122	1998	"R"	Joseph Fiennes	William Shakespeare	Gwyneth Paltrow	Viola De Lesseps	Geoffrey Rush	Philip Henslowe	Judi Dench	Elizabeth I	Simon Callow	Tilney Master of the Revels	25000000	100241322	7	6	
0179626	14582	"15 Minutes"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	33	38	Spilled	Rotten	110	2001	"R"	Robert De Niro	Eddie Flemming	Edward Burns	Jordy Warsaw	Kelsey Grammer	Robert Hawkins	Avery Brooks	Leon Jackson	Melina Kanakaredes	Nicolette	42000000	24375436	0	0	
0107688	12490	"The Nightmare Before Christmas"	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	94	92	Upright	Certified Fresh	76	1993	"PG"	Danny Elfman		Chris Sarandon		Catherine O'Hara		William Hickey		Glenn Shadix		18000000	143289	0	1	
0110413	17094	"Leon: The Professional"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	79	95	Upright	Certified Fresh	104	1994	"R"	Jean Reno	Leon	Natalie Portman	Mathilda	Gary Oldman	Stansfield	Danny Aiello	Tony	Peter Appel	Malky		19251002	0	0	
0163651	17097	"American Pie"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	61	60	Upright	Fresh	96	1999	"R"	Jason Biggs	Jim Levinstein	Shannon Elizabeth	Nadia	Alyson Hannigan	Michelle Flaherty	Chris Klein	Oz	Natasha Lyonne	Jessica	11000000	101736215	0	0	
0093629	14104	"A Nightmare on Elm Street 3 - Dream Warriors"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	74	67	Upright	Fresh	96	1987	"R"	Heather Langenkamp	Nancy Thompson	Patricia Arquette	Kristen Parker	Laurence Fishburne	Max	Priscilla Pointer	Dr. Elizabeth Simms	Craig Wasson	Dr. Neil Goldman	4500000	44053755	0	0	
0119738	12712	"My Best Friend's Wedding"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	71	74	Upright	Certified Fresh	105	1997	"PG-13"	Julia Roberts	Julianne Potter	Dermot Mulroney	Michael O'Neal	Cameron Diaz	Kimmy Wallace	Rupert Everett	George Downes	Philip Bosco	Walter Wallace	46000000	126805112	0	1	
0089218	10027	"The Goonies"	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	64	91	Upright	Fresh	115	1985	"PG"	Sean Astin	Mikey	Josh Brolin	Brand	Corey Feldman	Mouth	Kerri Green	Andy	Martha Plimpton	Stef	19000000	61389680	0	0	
0171580	16429	"Nurse Betty"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	84	45	Spilled	Certified Fresh	108	2000	"R"	Renee Zellweger	Betty Sizemore	Morgan Freeman	Charlie	Chris Rock	Wesley	Harriet Sansom Harris	Ellen	Allison Janney	Lyla	24000000	25167270	0	0	
0107290	10983	"Jurassic Park"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	93	90	Upright	Certified Fresh	126	1993	"PG-13"	Sam Neill	Alan Grant	Laura Dern	Dr. Ellie Sattler	Jeff Goldblum	Ian Malcolm	Richard Attenborough	John Hammond	Bob Peck	Robert Muldoon	63000000	402348347	3	0	
0165854	14074	"The Limey"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	93	79	Upright	Certified Fresh	89	1999	"R"	Terence Stamp	Wilson	Peter Fonda	Valentine	Lesley Ann Warren	Elaine	Luis Guzman	Ed	Barry Newman	Avery	9000000	3193102	0	0	
0086856	10264	"The Adventures of Buckaroo Banzai Across the 8th Dimension"	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	71	71	Upright	Fresh	103	1984	"PG"	Peter Weller	Buckaroo Banzai	John Lithgow	Dr. Emilio Lizardo	Ellen Barkin	Penny Priddy	Jeff Goldblum	New Jersey	Christopher Lloyd	John Bigboote			0	0	
0023969	18986	"Duck Soup"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	92	92	Upright	Fresh	69	1933	"Unrated"	Groucho Marx	Rufus T. Firefly	Chico Marx	Chicolini	Harpo Marx	Pinkie	Zeppo Marx	Bob Rolland	Margaret Dumont	Mrs. Teasdale			0	0	
0134084	13688	"Scream 3"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	38	Spilled	Rotten	116	2000	"R"	David Arquette	Dewey Riley	Neve Campbell	Sidney Prescott	Courteney Cox	Gale Weathers	Patrick Dempsey	Detective Kincaide	Scott Foley	Roman Bridger	40000000	89138076	0	0	
0106453	17291	"Body of Evidence"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	23	Spilled	Rotten	99	1993	"R"	Madonna	Rebecca Carlson	Willem Dafoe	Frank Dulaney	Anne Archer	Joanne Braslow	Joe Mantegna	Robert Garrett	Julianne Moore	Sharon Dulaney	30000000	13275426	0	0	
0092005	16272	"Stand by Me"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	91	92	Upright	Certified Fresh	87	1986	"R"	Wil Wheaton	Gordie Lachance	River Phoenix	Chris Chambers	Corey Feldman	Teddy Duchamp	Jerry O'Connell	Vern Tessio	Richard Dreyfuss	The Writer	8000000	51914208	0	1	
0104036	15264	"The Crying Game"	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	100	79	Upright	Certified Fresh	112	1992	"R"	Stephen Rea	Fergus	Jaye Davidson	Dil	Miranda Richardson	Jude	Forest Whitaker	Jody	Jim Broadbent	Col		62549000	1	5	
0119396	13004	"Jackie Brown"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	86	86	Upright	Certified Fresh	154	1997	"R"	Pam Grier	Jackie Brown	Samuel L. Jackson	Ordell Robbie	Robert Forster	Max Cherry	Bridget Fonda	Melanie	Michael Keaton	Ray Nicolette	12000000	39647595	0	1	
0074958	16424	"Network"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	90	94	Upright	Certified Fresh	121	1976	"R"	Faye Dunaway	Diana Christensen	William Holden	Max Schumacher	Peter Finch	Howard Beale	Robert Duvall	Frank Hackett	Wesley Addy	Nelson Chaney	3800000	23689877	4	6	
0053604	18339	"The Apartment"	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	93	94	Upright	Certified Fresh	125	1960	"Unrated"	Jack Lemmon	C.C. Baxter	Shirley MacLaine	Fran Kubelik	Fred MacMurray	J.D. Sheldrake	Ray Walston	Mr. Joe Dobisch	Edie Adams	Miss Olsen	3000000	18600000	5	5	
0268695	10794	"The Time Machine"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29	38	Spilled	Rotten	96	2002	"PG-13"	Guy Pearce	Alexander Hartdegen	Samantha Mumba	Mara	Mark Addy	David Philby	Sienna Guillory	Emma	Phyllida Law	Mrs. Watchit	80000000	56684819	0	1	
0169547	12878	"American Beauty"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	88	93	Upright	Certified Fresh	122	1999	"R"	Kevin Spacey	Lester Burnham	Annette Bening	Caroline Burnham	Thora Birch	Jane Burnham	Wes Bentley	Ricky Fitts	Mena Suvari	Angela Hayes	15000000	130058047	5	3	
0120201	13719	"Starship Troopers"	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	63	70	Upright	Fresh	129	1997	"R"	Casper Van Dien	Johnny Rico	Dina Meyer	Dizzy Flores	Denise Richards	Carmen Ibanez	Jake Busey	Ace Levy	Neil Patrick Harris	Carl Jenkins	100000000	54700065	0	1	
0120202	14049	"State and Main"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	86	70	Upright	Certified Fresh	105	2000	"R"	Alec Baldwin	Bob Barrenger	Charles Durning	Mayor George Bailey	Philip Seymour Hoffman	Joseph Turner White	Patti LuPone	Sherry Bailey	William H. Macy	Walt Price		6920692	0	0	
0251736	12901	"House of 1000 Corpses"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	66	Upright	Rotten	88	2002	"R"	Sid Haig	Captain Spaulding	Bill Moseley	Otis	Sheri Moon Zombie	Baby	Karen Black	Mother Firefly	Chris Hardwick	Jerry	7000000	12634962	0	0	
0102138	14984	"JFK"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	84	89	Upright	Certified Fresh	189	1992	"R"	Kevin Costner	Jim Garrison	Sissy Spacek	Liz Garrison	Joe Pesci	David Ferrie	Tommy Lee Jones	Clay Shaw	Gary Oldman	Lee Harvey Oswald	40000000	70405498	2	6	
0134847	17596	"Pitch Black"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	57	77	Upright	Rotten	108	2000	"R"	Radha Mitchell	Fry	Vin Diesel	Richard B. Riddick	Cole Hauser	Johns	Keith David	Imam	Lewis Fitz-Gerald	Paris	23000000	39240659	0	0	
0031679	335716411	"Can Mr. Smith Get to Washington Anymore"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	83	82	Upright	Fresh	81	2006	"Unrated"	Jeff Smith		Matt Coen		Mike Kime						1500000		1	10	
0272338	13508	"Punch-Drunk Love"	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	79	78	Upright	Certified Fresh	95	2002	"R"	Adam Sandler	Barry Egan	Emily Watson	Lena Leonard	Philip Seymour Hoffman	Dean Trumbell	Luis Guzman	Lance	Mary Lynn Rajskub	Elizabeth	25000000	17791031	0	0	
0166924	12960	"Mulholland Drive"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	81	88	Upright	Certified Fresh	147	2001	"R"	Justin Theroux	Adam Kesher	Naomi Watts	Betty Elms	Laura Harring	Rita	Ann Miller	Coco Lenoix	Dan Hedaya	Vincenzo Castigliane	15000000	7219578	0	1	
0118655	10711	"Austin Powers: International Man of Mystery"	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	70	78	Upright	Fresh	90	1997	"PG-13"	Mike Myers	Austin Powers	Elizabeth Hurley	Vanessa Kensington	Michael York	Basil Exposition	Mimi Rogers	Mrs. Kensington	Robert Wagner	Number Two	17000000	53868030	0	0	
0097388	15544	"Friday the 13th Part VIII - Jason Takes Manhattan"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	28	Spilled	Rotten	100	1989	"R"	Jensen Daggett	Rennie	Scott Reeves	Sean Robertson	Peter Mark Richman	Charles McCullough	Barbara Bingham	Colleen Van Deusen	V.C. Dupree	Julius Gaw	5000000	14335525	0	0	
